SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
83;"023000";5;Indsamling af vildtvoksende forstmateriale undtagen træer;Branchen omfatter indsamling af vilde planter o. lign. fx bær, svampe, nødder, mos og ålegræs.;"Indsamling af vildtvoksende forstmateriale:
- Svampe, trøfler
- Bær
- Nødder
- Balata og andre gummier
- Kork
- Shellak og harpiks
- Balsam
- Vegetabilsk krølhår
- Ålegræs
- Agern, hestekastanjer
- Mos og lav";;"- Styret fremstilling af ethvert af disse produkter (undtagen dyrkning af korkege), jf. hovedgruppe<ref>01</ref>
- Dyrkning af svampe eller trøfler, jf.<ref>01.13.00</ref>
- Dyrkning af bær eller nødder, jf.<ref>01.25.00</ref>
- Indsamling af træ til brænde, jf.<ref>02.20.00</ref>
- Fremstilling af træflis i forbindelse med forarbejdning af træ, jf.<ref>16.10.00</ref>";;
84;"02.4";3;Serviceydelser til skovbrug;;Denne gruppe omfatter udførelse af dele af skovbrugsdrift på honorar- eller på kontraktbasis.;;;;
85;"02.40";4;Serviceydelser til skovbrug;;;;;;
86;"024000";5;Serviceydelser til skovbrug;Branchen omfatter serviceydelser til skovbrug, såsom konsulentvirksomhed, brandslukning, skadedyrsbekæmpelse samt skovbrugsfortegnelser og tømmerevaluering, transportydelser af tømmerstokke og udlejning af skovbrugsmaskiner.;"Serviceydelser til skovbrug:
- Skovbrugsfortegnelser
- Konsulentvirksomhed vedrørende skovbrugsledelse
- Tømmerevaluering
- Brandslukning og brandsikring af skove
- Skadedyrsbekæmpelse i skove
Serviceydelser til skovning:
- Transport af tømmerstokke i skoven
Udlejning af skovbrugsmaskiner";;"- Drift af forstplanteskoler, jf.<ref>02.10.00</ref>
- Dræning af skovbrugsjord, jf.<ref>43.12.00</ref>
- Rydning af byggepladser, jf.<ref>43.12.00</ref>";;
87;"03";2;Fiskeri og akvakultur;"Denne hovedgruppe omfatter fiskeri og akvakultur, og dækker udnyttelse og opfostring af fiskeriressourcer i hav-, brakvands- og ferskvandsmiljøer med det formål at fange eller indsamle fisk, krebsdyr, bløddyr og andre havlevende organismer og produkter (fx vandplanter, perler, dyriske svampe mv.).

Hovedgruppen omfatter også aktiviteter, som normalt er integreret i produktionen for egen regning (fx implantering af østers til perleproduktion). Serviceydelser i forbindelse med hav- eller ferskvandsfiskeri eller dambrug er inkluderet i serviceydelser i forbindelse med fiskeri og akvakultur.

Denne hovedgruppe omfatter ikke bygning eller reparation af skibe og både (<ref>30.1</ref>, <ref>33.15.00</ref>) eller sports- og lystfiskeri (<ref>93.19.00</ref>). Forarbejdning af fisk, krebsdyr eller bløddyr er ikke omfattet, uanset om forarbejdningen sker på fabrikker på land eller på fabriksskibe (<ref>10.20</ref>).";;;;;
88;"03.1";3;Fiskeri;;;;;;
89;"03.11";4;Havfiskeri;;;;;;
90;"031100";5;Havfiskeri;Branchen omfatter havfiskeri på kommerciel basis samt fangst, indsamling og høst af vildtlevende fisk, krebs- og bløddyr, hvaler, skildpadder, søpunge, sækdyr og søpindsvin mv i hav og kystfarvande.;"- Fiskeri på kommerciel basis i hav- og kystfarvande
- Fangst af fisk, krebsdyr og bløddyr i hav- og kystfarvande
- Hvalfangst
- Fangst af havlevende dyr: skildpadder, søpunge, sækdyr, søpindsvin mv.";"- Aktiviteter med fartøjer, der anvendes til både havfiskeri samt forarbejdning og konservering af fisk
- Indsamling af andre havlevende organismer og materialer: naturperler, dyriske svampe, koraller og alger";"- Fangst af havpattedyr, bortset fra hvaler, fx hvalrosser, sæler, jf.<ref>01.70.00</ref>
- Forarbejdning af hvaler på fabriksskibe, jf.<ref>10.11.90</ref>
- Forarbejdning af fisk, krebsdyr og bløddyr på fabriksskibe eller på land, jf.<ref>10.20</ref>
- Udlejning af fritidsbåde med besætning til sejlads i hav- og kystfarvande (fx til fiskeriudflugter), jf.<ref>50.10.00</ref>
- Fiskeriinspektion, beskyttelse og afpatruljering, jf.<ref>84.24.00</ref>
- Fiskeri som sport eller fritidsaktivitet og serviceydelser i forbindelse hermed, jf.<ref>93.19.00</ref>
- Drift af sportsfiskerireservater, jf.<ref>93.19.00</ref>";;
91;"03.12";4;Ferskvandsfiskeri;;;;;;
92;"031200";5;Ferskvandsfiskeri;Branchen omfatter ferskvandsfiskeri på kommerciel basis samt fangst og indsamling af ferskvandslevende fisk, krebs- og bløddyr samt andre ferskvandslevende organismer.;"- Fiskeri på kommerciel basis i indlandsvande
- Indsamling af ferskvandskrebsdyr og ferskvandsbløddyr
- Fangst af ferskvandslevende dyr";- Indsamling af ferskvandsmateriale;"- Forarbejdning af fisk, krebsdyr og bløddyr, jf.<ref>10.20</ref>
- Fiskeriinspektion, beskyttelse og afpatruljering, jf.<ref>84.24.00</ref>
- Fiskeri som sport eller fritidsaktivitet og serviceydelser i forbindelse hermed, jf.<ref>93.19.00</ref>
- Drift af sportsfiskerireservater, jf.<ref>93.19.00</ref>";;
93;"03.2";3;Akvakultur;;Denne gruppe omfatter akvakultur, dvs. dyrkning (klækning, opdræt og høst) af vandlevende organismer (fisk, bløddyr, krebsdyr, planter, krokodiller, alligatorer og padder). Akvakultur indebærer som hovedregel virksomhedsmæssigt eller statsligt ejerskab af enkeltorganismer under opdræts- eller dyrkningsfasen til og med høst. Dyrkning/opdræt af ovennævnte organismer til æg/yngel og/eller voksen fase i fangenskab omfatter også fx regelmæssig genudsætning, fodring og beskyttelse mod rovdyr.;;;;
94;"03.21";4;Havbrug;;;;;;
95;"032100";5;Havbrug;Branchen omfatter akvakultur med saltvand med opdræt og fremstilling af fisk, skaldyr og bløddyr samt fremstilling af yngel og tang.;"- Fiskeopdræt i havvand, herunder opdræt af havlevende prydfisk
- Fremstilling af yngel af muslinger og østers mv., hummeryngel, rejeyngel, fiskeyngel og småfisk
- Dyrkning af purpurhinde og andre spiselige tang- og algetyper
- Opdræt af krebsdyr, muslinger, østers og andre bløddyr samt andre vandlevende dyr i havvand";"- Dambrugsaktiviteter i brakvand
- Akvakulturaktiviteter i saltvandstanke eller saltvandsreservoirer
- Drift af fiskeklækkerier (havvand)
- Drift af havbaserede ormefarme";"- Frøfarme, jf.<ref>03.22.00</ref>
- Drift af sportsfiskerireservater, jf.<ref>93.19.00</ref>";;
96;"03.22";4;Ferskvandsbrug;;;;;;
97;"032200";5;Ferskvandsbrug;Branchen omfatter akvakultur med ferskvand med opdræt og femstilling af fisk, krebs og bløddyr samt fiskeklækkerier og frøfarme.;"- Fiskeopdræt i ferskvand, herunder opdræt af ferskvandsprydfisk
- Opdræt af krebs og bløddyr samt andre vandlevende dyr i ferskvand
- Drift af fiskeklækkerier (ferskvand)
- Frøfarme";;"- Dambrugsaktiviteter i saltvandstanke og saltvandsreservoirer, jf.<ref>03.21.00</ref>
- Drift af sportsfiskerireservater, jf.<ref>93.19.00</ref>";;
98;"B";1;Råstofindvinding;"Råstofindvinding omfatter indvinding af mineraler, der naturligt forekommer i fast form (kul og malm), i flydende form (råolie) og i luftform (naturgas). Indvindingen kan ske ved forskellige metoder som fx under og over jorden, gennem borehuller eller ved havminedrift mv. Denne hovedafdeling omfatter også supplerende aktiviteter, der forbereder råstofferne til markedsføring, fx knusning, formaling, vask, tørring, sortering, koncentrering af malme, likvifaktion af naturgas og agglomerering af faste brændstoffer. Disse funktioner udføres ofte af de enheder, som indvandt råstoffet og/eller andre enheder i nærheden. Indvindingsvirksomheden opdeles i hovedgrupper, grupper og undergrupper efter det mineral, som hovedsagelig produceres. Hovedgruppe <ref>05</ref>, <ref>06</ref> omfatter indvinding af fossile brændstoffer (kul, brunkul, råolie, gas), mens hovedgruppe <ref>07</ref>, <ref>08</ref> omfatter metalmalme, forskellige mineraler og produkter fra brydning. Nogle af de tekniske aktiviteter i denne hovedafdeling, navnlig i forbindelse med indvindingen af kulbrinter, kan også udføres af specialiserede enheder som serviceydelser for tredjeparter, jf. hovedafdeling <ref>09</ref>. 

Denne hovedafdeling omfatter ikke: 
- Forarbejdning af indvundne materialer, jf. hovedafdeling <ref>C</ref> (Fremstillingsvirksomhed) 
- Anvendelse af indvundne materialer uden yderligere omdannelse til bygge- og anlægsmål, jf. hovedafdeling <ref>F</ref> (Bygge- og anlægsvirksomhed) 
- Aftapning på flaske af naturligt kildevand og mineralvand ved kilder og brønde, jf. <ref>11.07.00</ref> 
- Knusning, finknusning eller anden behandling af visse jordarter, stenmateriale og mineraler, som ikke sker i forbindelse med indvindingen, jf. <ref>23.9</ref> 
- Indvinding, rensning og distribution af vand, jf. <ref>36.00.00</ref> 
- Forberedende byggepladsarbejder til minedrift, jf. <ref>43.12.00
</ref>- Geofysiske, geologiske og seismiske undersøgelser, jf. <ref>71.12.40</ref>";;;;;
99;"05";2;Indvinding af kul og brunkul;Indvinding af faste mineralske brændstoffer omfatter minedrift under og over jorden samt aktiviteter (fx sortering, vask, komprimering og andre trin, der er nødvendige for transport mv.), der forbereder produktet til markedsføring. Det omfatter ikke fremstilling af koks (jf. <ref>19.10.00</ref>), serviceydelser i forbindelse med indvinding af kul og brunkul (jf. <ref>09.90.00</ref>) eller fremstilling af briketter (jf.<ref>19.20.00</ref>).;;;;;
100;"05.1";3;Indvinding af stenkul;;;;;;
101;"05.10";4;Indvinding af stenkul;;;;;;
102;"051000";5;Indvinding af stenkul;Branchen omfatter indvinding af fast mineralsk brændstof som stenkul og kul fra kulstøv, herunder også vask, sortering, pulverisering mv af kul med henblik på klassifikation, kvalitetsforbedring, lagring eller transport.;"- Indvinding af stenkul: brydning under eller over jorden, herunder brydning ved likvifaktionsmetoder
- Vask, sortering, gradering, pulverisering, komprimering mv. af kul med henblik på klassifikation, kvalitetsforbedring, lagring eller transport";- Indvinding af kul fra kulstøv;"- Indvinding af brunkul, jf.<ref>05.20.00</ref>
- Indvinding af tørv, jf.<ref>08.92.00</ref>
- Serviceydelser i forbindelse med indvinding af stenkul, jf.<ref>09.90.00</ref>
- Prøveboring til kulminer, jf.<ref>09.90.00</ref>
- Koksovne til fremstilling af faste brændstoffer, jf.<ref>19.10.00</ref>
- Fremstilling af stenkulsbriketter, jf.<ref>19.20.00</ref>
- Arbejde til udvikling eller klargøring af kulminer, jf.<ref>43.12.00</ref>";;
103;"05.2";3;Indvinding af brunkul;;;;;;
104;"05.20";4;Indvinding af brunkul;;;;;;
105;"052000";5;Indvinding af brunkul;Branchen omfatter indvinding af fast mineralsk brændstof som brunkul, herunder også vask, tørring, pulverisering mv. af brunkul med henblik på kvalitetsforbedring, opbevaring eller transport.;"- Indvinding af brunkul: brydning under eller over jorden, herunder brydning ved likvifaktionsmetoder
- Vask, tørring, pulverisering, komprimering mv. af brunkul med henblik på kvalitetsforbedring, transport eller opbevaring";;"- Indvinding af stenkul, jf.<ref>05.10.00</ref>
- Indvinding af tørv, jf.<ref>08.92.00</ref>
- Serviceydelser i forbindelse med indvinding af brunkul, jf.<ref>09.90.00</ref>
- Prøveboring til kulminer, jf.<ref>09.90.00</ref>
- Fremstilling af brunkulsbriketter, jf.<ref>19.20.00</ref>
- Arbejde til udvikling eller klargøring af kulminer, jf.<ref>43.12.00</ref>";;
106;"06";2;Indvinding af råolie og naturgas;"Denne hovedgruppe omfatter produktion af råolie, indvinding af olie af olieholdigt skifer og sand samt produktion af naturgas og genvinding af flydende kulbrinter. Denne hovedgruppe omfatter også aktiviteter i forbindelse med drift og/eller udvikling af olie- og gasfelter. Disse aktiviteter kan omfatte boring, klargøring af og udstyr til boringer, drift af separationsanlæg, emulsionsbrydningsanlæg, udstyr til afsaltning og olierørledninger mellem felterne og alle andre aktiviteter i forbindelse med behandling af olie og gas med henblik på transport fra produktionsstedet. Denne hovedgruppe omfatter produktion af råolie, indvinding af råolie af olieholdigt skifer og sand samt produktion af naturgas og flydende kulbrinter ved forgasning, likvifaktion og pyrolyse af kul på minestedet.

Omfatter ikke:
- Serviceydelser i forbindelse med olie- og gasfelter, som udføres på honorar- eller på kontraktbasis, jf. <ref>09.10.00</ref>
- Olie- og gasefterforskning, jf. <ref>09.10.00</ref>
- Prøveboring og boring, jf. <ref>09.10.00</ref>
- Raffinering af råolieprodukter, jf. <ref>19.20.00</ref>
- Geofysiske og geologiske undersøgelser og kortlægninger, jf. <ref>71.12.40</ref>";;;;;
107;"06.1";3;Indvinding af råolie;;;;;;
108;"06.10";4;Indvinding af råolie;;;;;;
109;"061000";5;Indvinding af råolie;Branchen omfatter indvinding af råolie, processerne ved indvinding af råolie samt produktion af råolie fra bituminøst skifer og sand samt indvinding af bituminøst eller olieholdigt skifer og tjæresand.;- Indvinding af råolie;"- Indvinding af bituminøst eller olieholdigt skifer og tjæresand
- Produktion af råolie fra bituminøst skifer og sand
- Processer til indvinding af råolie: dekantering, afsaltning, tørring, stabilisering mv.";"- Serviceydelser i forbindelse med olie- og naturgasindvinding, jf.<ref>09.10.00</ref>
- Olie- og gasefterforskning, jf.<ref>09.10.00</ref>
- Fremstilling af raffinerede råolieprodukter, jf.<ref>19.20.00</ref>
- Genvinding af flydende oliegasser ved raffinering af olien, jf.<ref>19.20.00</ref>
- Drift af rørledninger, jf.<ref>49.50.00</ref>";;
110;"06.2";3;Indvinding af naturgas;;;;;;
111;"06.20";4;Indvinding af naturgas;;;;;;
112;"062000";5;Indvinding af naturgas;Branchen omfatter indvinding af naturgas og kondensater, af flydende kulbrinter og metan, ethan, butan eller propan samt også bortledning og separering af flydende kulbrintefraktioner og afsvovling af gas. Det er med andre ord operatørers arbejde ved indvindingsfelterne.;"- Indvinding af naturgas
- Fremstilling af rå luftformige kulbrinter (naturgas)
- Indvinding af kondensater
- Indvinding af metan, ethan, butan eller propan
- Bortledning og separering af flydende kulbrintefraktioner
- Afsvovling af gas";- Indvinding af flydende kulbrinter ved likvifaktion eller pyrolyse;"- Serviceydelser i forbindelse med olie- og naturgasindvinding, jf.<ref>09.10.00</ref>
- Olie- og gasefterforskning, jf.<ref>09.10.00</ref>
- Genvinding af flydende oliegasser ved raffinering af olien, jf.<ref>19.20.00</ref>
- Fremstilling af industrigasser, jf.<ref>20.11.00</ref>
- Drift af rørledninger, jf.<ref>49.50.00</ref>";;
113;"07";2;Brydning af metalmalme;"Denne hovedgruppe omfatter brydning af metalliske mineraler (malme) under og over jorden, havminedrift mv. Hovedgruppen omfatter også malmopberedning og malmoparbejdningsfunktioner som knusning, finknusning, vask, tørring, sintring, malmkalcinering eller -udludning, gravimetrisk separering eller flotationsfunktioner.

Omfatter ikke:
- Brænding af svovlkis, jf. <ref>20.13.00</ref>
- Fremstilling af aluminiumsoxid, jf. <ref>24.42.00</ref>
- Drift af højovne, jf. hovedgruppe <ref>24</ref>";;;;;
114;"07.1";3;Brydning af jernmalm;;;;;;
115;"07.10";4;Brydning af jernmalm;;;;;;
116;"071000";5;Brydning af jernmalm;Branchen omfatter brydning af alle malme, som hovedsagelig indvindes til brug af jernindholdet Branchen omfatter også oparbejdning og agglomerering af jernmalm samt ristning af pyrit og pyrrhotit Brydning og forarbejdning af pyrit og pyrrhotit henvises til 08.91.00;"- Brydning af malme, som hovedsagelig udnyttes på grund af jernindholdet
- Oparbejdning og agglomerering af jernmalm";;- Brydning og forarbejdning af pyrit og pyrrhotit (bortset fra ristning), jf.<ref>08.91.00</ref>;;
117;"07.2";3;Brydning af ikke-jernholdige metalmalme;;;;;;
118;"07.21";4;Brydning af uran- og thoriummalme;;;;;;
119;"072100";5;Brydning af uran- og thoriummalme;Branchen omfatter brydning af malme, som hovedsagelig indvindes til brug for indholdet af uran og thorium: begblende mv. Branchen omfatter også koncentrering af disse malme samt fremstilling af yellow cake. Berigelse af uran og thoriummalme henvises til 20.13.00 og raffinering af uran henvises til 24.46.00;"- Brydning af malme, som hovedsagelig udnyttes på grund af indholdet af uran og thorium: begblende mv.
- Koncentrering af disse malme
- Fremstilling af yellow cake";;"- Berigelse af uran- og thoriummalme, jf.<ref>20.13.00</ref>
- Fremstilling af metallisk uran af begblende eller andre malme, jf.<ref>24.46.00</ref>
- Smeltning og raffinering af uran, jf.<ref>24.46.00</ref>";;
120;"07.29";4;Brydning af andre ikke-jernholdige metalmalme;;;;;;
121;"072900";5;Brydning af andre ikke-jernholdige metalmalme;Branchen omfatter brydning af andre ikke-jernholdige malme, som hovedsagelig indvindes til brug for indholdet af ikke-jernholdige metaller, som fx aluminium (bauxit), kobber, bly, zink, tin, mangan, krom, nikkel, kobolt, molybdæn, tantal, vanadium mv og også ædelmetallerne guld, sølv og platin. Fremstilling af aluminiumoxid henvises til 24.42.00 og fremstilling af kobber- og nikkelmatte henvises til hhv. 24.44.00 og 24.45.00;"Brydning og forarbejdning af malme, som hovedsagelig udnyttes på grund af indholdet af ikke-jernholdigt metal:
- Aluminium (bauxit), kobber, bly, zink, tin, mangan, krom, nikkel, kobolt, molybdæn, tantal, vanadium mv.
- Ædelmetaller: guld, sølv, platin";;"- Brydning og forarbejdning af uran- og thoriummalme, jf.<ref>07.21.00</ref>
- Fremstilling af aluminiumoxid, jf.<ref>24.42.00</ref>
- Fremstilling af kobber- eller nikkelmatte, jf.<ref>24.44.00</ref>,<ref>24.45.00</ref>";;
122;"08";2;Anden råstofindvinding;"Denne hovedgruppe omfatter ikke blot indvinding fra miner og stenbrud, men også opgravning af aflejrede materialer, knusning af sten og udnyttelse af saltmarsker. Produkterne anvendes fortrinsvis inden for bygge- og anlægssektoren (fx sand, sten mv.), fremstilling af forskellige materialer (fx ler, gips, calcium mv.), fremstilling af kemikalier mv.

Omfatter ikke:	
- Forarbejdning (bortset fra knusning, finknusning, skæring, vask, tørring, sortering og blanding) af de indvundne mineraler";;;;;
